Open,High,Low,Close,MA 20,MA 20 close,STD 10 high,SMA_20,SMA_50,Close_Predictions,Command
11760.55,11980.0,11680.0,11852.4,11414.386624999997,11477.1545,116.9602243713648,11477.1545,10157.6954,11911.0,2
11852.4,11931.72,11686.0,11911.0,11478.230999999998,11521.206499999998,118.26714666804128,11521.2065,10215.6754,12281.13,2
11910.99,12468.0,11769.78,12281.13,11536.8115,11589.949499999999,215.83964172737126,11589.9495,10278.971,11945.01,2
12281.15,12387.77,11817.93,11945.01,11590.1895,11632.1735,251.6059572844014,11632.1735,10334.02,11754.59,2
11945.1,12020.08,11561.0,11754.59,11628.684999999998,11664.9225,243.93000147583334,11664.9225,10386.3408,11853.55,2
11754.38,11888.0,11668.0,11853.55,11657.7435,11690.827000000001,245.27895128812023,11690.827,10438.7718,11531.34,2
11853.54,11878.0,11485.81,11531.34,11664.381750000004,11677.335500000001,247.07928068739406,11677.3355,10487.6678,11662.96,2
11531.23,11686.0,11376.81,11662.96,11673.663250000003,11706.916,237.66879879571923,11706.916,10539.7618,11648.13,2
11663.51,11718.07,11514.13,11648.13,11696.709125000003,11728.331999999999,244.7781088332861,11728.332,10590.0152,11748.2,2
11648.12,11824.9,11585.09,11748.2,11721.455125000002,11756.1435,246.23049921567406,11756.1435,10643.591,11318.42,2
11748.19,11767.85,11117.64,11318.42,11723.221000000001,11734.819,254.17722555138582,11734.819,10683.0754,11461.43,2
11318.42,11539.32,11244.0,11461.43,11705.637250000002,11719.7675,283.63902324786,11719.7675,10727.1562,11330.38,2
11461.42,11592.2,11125.0,11330.38,11692.14175,11706.575,230.45649469910808,11706.575,10765.0426,11526.91,2
11330.38,11542.65,11276.89,11526.91,11679.651625000002,11694.85,152.15518072349687,11694.85,10810.9322,11465.84,2
11526.9,11580.02,11417.04,11465.84,11670.001875000002,11684.058,128.1867187699256,11684.058,10854.4822,11711.16,2
11465.84,11719.0,11458.0,11711.16,11660.777375000001,11674.970000000001,112.71831558801784,11674.97,10904.0248,11649.51,2
11711.17,11800.77,11570.0,11649.51,11665.608250000001,11687.841500000002,101.28212811745219,11687.8415,10950.96,11921.97,2
11649.51,12050.85,11515.0,11921.97,11683.275625000002,11705.723500000002,151.2927785487464,11705.7235,11004.547,11388.54,2
11921.97,11954.57,11160.1,11388.54,11683.494625000003,11686.1505,167.73964481004484,11686.1505,11047.2008,10140.85,2
11388.54,11462.6,9960.8,10140.85,11632.600250000001,11605.166000000001,183.2929472756658,11605.166,11066.0658,10446.25,2
10138.29,10627.05,9875.5,10446.25,11555.277000000004,11534.8585,368.0599779940767,11534.8585,11092.3164,10166.69,2
10446.25,10565.68,9825.0,10166.69,11475.558250000004,11447.643,479.6369734382454,11447.643,11112.5638,10256.2,2
10166.69,10347.14,9994.86,10256.2,11379.745625,11346.3965,586.5181170952865,11346.3965,11134.2822,10373.44,2
10255.89,10410.75,9875.0,10373.44,11285.785875,11267.818000000003,647.3811474865486,11267.818,11157.5712,10126.65,2
10373.45,10438.0,9850.0,10126.65,11204.627499999999,11186.421000000002,679.3557844377276,11186.421,11176.8886,10219.2,2
10126.66,10343.0,9981.01,10219.2,11123.45175,11104.703500000001,686.9775287802361,11104.7035,11193.4726,10336.87,2
10219.29,10483.35,10070.83,10336.87,11052.972375,11044.98,645.8811317022662,11044.98,11209.8468,10387.89,2
10336.86,10397.6,10200.0,10387.89,10991.289249999998,10981.2265,521.6734119772639,10981.2265,11225.5392,10440.92,2
10387.89,10477.97,10269.25,10440.92,10929.191624999996,10920.866000000002,314.2500571901301,10920.866,11243.6016,10332.83,2
10440.67,10580.11,10200.0,10332.83,10863.532874999994,10850.0975,93.326888006619,10850.0975,11256.2498,10671.77,2
